Date,state_name,ZHVI_3bedroom,ZHVIPerSqft_AllHomes,ZHVI_TopTier,ZHVI_AllHomes,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_4bedroom,ZHVI_BottomTier,ZHVI_5BedroomOrMore,ZHVI_2bedroom,ZHVI_CondoCoop,ZHVI_1bedroom
2015-09-30,Oklahoma,113400,73,194900,106600,106600,107000,198400,55600,256400,58500,69300,52200
2015-09-30,Oregon,250900,166,424100,256100,256100,260600,346600,161600,398100,210200,183900,186300
2015-09-30,Pennsylvania,149800,108,281100,150100,150100,155800,273400,75700,283600,119700,120000,105900
2015-09-30,RhodeIsland,228700,162,398300,228200,228200,231900,334200,154100,445400,185800,174100,153600
2015-09-30,SouthCarolina,137400,84,243800,127500,127500,128200,218800,69100,NA,88700,119800,77500
2015-09-30,SouthDakota,162000,130,254700,159600,159600,159600,193400,112900,256100,139500,145300,101500
2015-09-30,Tennessee,136900,82,243000,125200,125200,124100,237500,64500,354700,92100,143900,114000
2015-09-30,Texas,137300,84,291000,147800,147800,148300,236900,NA,NA,NA,NA,NA
2015-09-30,Utah,206800,149,356300,217000,217000,225900,240100,149800,300700,159900,180400,NA
2015-09-30,Vermont,230600,148,311400,206600,206600,208000,302200,NA,356400,186600,179600,161700
2015-09-30,Virginia,205400,138,473300,230800,230800,220800,350300,123400,511500,157700,280300,200100
2015-09-30,Washington,276600,168,510700,279000,279000,282100,377400,162800,462000,222300,246600,197800
2015-09-30,WestVirginia,110200,72,167000,97400,97400,97000,151000,63900,176700,NA,113400,NA
2015-09-30,Wisconsin,149500,101,253400,150800,150800,152200,196300,91200,231100,110400,135200,94600
2015-09-30,Wyoming,204400,146,304500,188500,188500,188900,224300,134200,273600,155900,181800,NA
2015-10-31,Alabama,122900,73,235200,119800,119800,119300,234500,60700,335700,70200,137800,92200
2015-10-31,Alaska,273500,181,383900,260200,260200,275700,351200,174200,459000,190300,185300,125900
2015-10-31,Arizona,188500,120,354900,198700,198700,210000,256400,123400,381600,159700,133000,97700
2015-10-31,Arkansas,130000,71,198500,111400,111400,111500,227000,59800,342000,81800,127400,85600
2015-10-31,California,424400,294,855900,446800,446800,454100,538700,234400,714300,373300,413000,301500
2015-10-31,Colorado,282800,179,488800,285700,285700,298100,384700,170100,448900,222400,215500,173900
2015-10-31,Connecticut,231000,150,445000,237600,237600,254600,356300,143200,573200,167400,153000,118900
2015-10-31,Delaware,196000,133,331800,205600,205600,205000,305900,125800,363100,151800,NA,124900
2015-10-31,DistrictofColumbia,536900,462,907700,505100,505100,540100,784400,276900,1358400,503500,494000,373100
2015-10-31,Florida,181100,114,356900,178600,178600,190100,278000,89000,429400,130000,145700,91100
2015-10-31,Georgia,130800,82,282800,141300,141300,141200,234300,73000,354600,91400,142200,120200
2015-10-31,Hawaii,557600,431,895200,545700,545700,652300,721500,292700,843300,414300,391000,333400
2015-10-31,Idaho,160400,105,285600,166500,166500,166300,204200,111700,243500,129200,169500,122000
2015-10-31,Illinois,155000,122,309500,156200,156200,156400,258600,77500,351500,118000,155600,111400
2015-10-31,Indiana,120600,77,208200,117600,117600,117100,177600,64000,212600,74000,122200,66300
2015-10-31,Iowa,143000,103,215200,120800,120800,121800,186300,77200,228600,96900,111400,81600
2015-10-31,Kansas,121200,NA,NA,117100,117100,117000,NA,57800,NA,64600,NA,51300
2015-10-31,Kentucky,128300,89,223900,124200,124200,124600,210800,76200,252600,100600,117300,90300
2015-10-31,Louisiana,131900,88,237000,NA,NA,NA,NA,79300,356900,NA,NA,61900
2015-10-31,Maine,215500,150,342400,191500,191500,190900,263900,112900,337500,182700,200200,154400
2015-10-31,Maryland,234000,166,446900,253400,253400,263900,360500,138400,486500,180600,213800,153200
2015-10-31,Massachusetts,323900,212,601000,338200,338200,346100,464600,200200,653300,259700,288800,244500
2015-10-31,Michigan,135700,91,230300,119100,119100,116300,251400,54100,258800,95200,159600,81700
2015-10-31,Minnesota,195100,149,317400,184100,184100,188500,254500,112000,328600,156500,154000,119700
2015-10-31,Mississippi,115300,67,192900,109200,109200,109300,206600,61900,238400,NA,NA,NA
2015-10-31,Missouri,135600,95,244600,130000,130000,130600,246700,67700,290200,83800,120100,70400
2015-10-31,Montana,195100,148,293800,184200,184200,186300,220800,131900,264700,150300,168700,133200
2015-10-31,Nebraska,140700,101,237900,136300,136300,136300,223900,78300,199700,97500,136900,78800
2015-10-31,Nevada,197400,120,341100,207800,207800,226100,261300,122100,353000,136800,114200,NA
2015-10-31,NewHampshire,238600,136,352400,222700,222700,238800,315900,136300,352500,170000,168400,108900
2015-10-31,NewJersey,264200,172,519200,285000,285000,289100,378400,160500,511500,213000,224900,176000
2015-10-31,NewMexico,146200,91,279600,162600,162600,163400,217900,107500,287100,115200,NA,NA
2015-10-31,NewYork,144500,134,602000,262400,262400,238500,229600,107200,337900,124200,586800,141200
2015-10-31,NorthCarolina,143800,93,286100,146700,146700,148100,256400,80200,325200,94200,126600,100100
2015-10-31,NorthDakota,217300,175,307700,202900,202900,209500,260700,125700,322000,186900,165200,NA
2015-10-31,Ohio,115900,80,219500,117900,117900,119000,195700,62500,224800,78000,102700,64900
2015-10-31,Oklahoma,114300,73,195800,107800,107800,108200,199200,56100,258100,59000,69600,52400
2015-10-31,Oregon,253400,168,427900,258700,258700,263200,349600,162700,401500,212400,186200,188600
2015-10-31,Pennsylvania,150200,108,281400,150500,150500,155900,274100,76000,284000,120000,120400,106200
2015-10-31,RhodeIsland,229900,163,399400,229500,229500,233000,334400,155300,446200,186600,175300,153200
2015-10-31,SouthCarolina,135600,83,244200,126100,126100,126700,219500,69000,NA,89300,119900,77900
2015-10-31,SouthDakota,162900,130,256600,160800,160800,160800,194600,113700,257300,140400,145900,102500
2015-10-31,Tennessee,138100,82,244300,126100,126100,124900,239400,64900,357400,93300,144800,115300
2015-10-31,Texas,138400,85,292700,148800,148800,149500,238300,NA,NA,NA,NA,NA
2015-10-31,Utah,208100,150,358800,218500,218500,227300,241500,150400,302600,160600,181200,NA
2015-10-31,Vermont,231000,148,311200,206100,206100,207400,304100,NA,360400,186700,180500,163300
2015-10-31,Virginia,205900,138,473800,231200,231200,221200,350500,123600,512100,158000,280600,200100
2015-10-31,Washington,278200,169,514300,280700,280700,284000,379500,163900,464400,223800,249500,199300
2015-10-31,WestVirginia,110200,73,167300,97400,97400,96900,151300,63600,177300,NA,112400,NA
2015-10-31,Wisconsin,150100,101,254200,151200,151200,152600,197400,91600,232100,110700,135800,95100
2015-10-31,Wyoming,205800,146,308000,189800,189800,190200,225500,134700,275800,156800,182400,NA
2015-11-30,Alabama,122900,73,235600,119800,119800,119300,235200,60900,336400,70600,138800,93100
2015-11-30,Alaska,273400,181,384000,260900,260900,275700,351500,174300,459300,190300,185200,125400
2015-11-30,Arizona,189500,120,356100,200000,200000,211300,257700,124300,383300,160400,133700,98400
2015-11-30,Arkansas,130300,71,199000,111700,111700,111800,227300,60100,342700,81900,127600,86000
2015-11-30,California,426500,296,860100,449300,449300,456400,541000,235900,716500,375900,415200,303600
2015-11-30,Colorado,285700,181,492400,288500,288500,300900,387100,171700,451300,225100,218500,175900
2015-11-30,Connecticut,230900,150,443400,237200,237200,254400,356100,143100,572000,167500,152500,118200
2015-11-30,Delaware,197500,133,333600,206800,206800,206300,307500,126900,364800,152700,NA,125900
2015-11-30,DistrictofColumbia,539800,465,912500,506700,506700,543500,791500,278700,1363000,503300,494900,372900
2015-11-30,Florida,182500,115,357900,180000,180000,191700,279400,90000,430700,131000,146700,92100
2015-11-30,Georgia,131400,82,283900,142200,142200,141800,235500,73600,355900,92800,143400,121600
2015-11-30,Hawaii,560400,433,896800,548700,548700,654700,723400,293800,846200,415600,392200,333900
2015-11-30,Idaho,161100,105,286500,167100,167100,166900,205400,112500,244600,130000,170100,122600
2015-11-30,Illinois,155300,122,310300,156700,156700,157000,259000,77800,352400,118400,156200,112100
2015-11-30,Indiana,120700,77,208100,117700,117700,117200,177600,64500,212500,74500,121900,66900
2015-11-30,Iowa,142900,103,215800,121000,121000,121900,185900,76900,228400,96700,112500,81400
2015-11-30,Kansas,121700,NA,NA,117400,117400,117500,NA,58300,NA,64900,NA,51300
2015-11-30,Kentucky,128800,89,224600,124500,124500,124900,211200,76400,253500,100400,117600,90600
2015-11-30,Louisiana,132300,89,237800,NA,NA,NA,NA,79900,360200,NA,NA,62000
2015-11-30,Maine,216500,151,343500,192500,192500,191900,264500,112800,339300,183800,200200,155000
2015-11-30,Maryland,234400,166,447100,254200,254200,264500,361200,138800,487300,180500,214000,153600
2015-11-30,Massachusetts,325800,213,604100,339900,339900,347900,467100,201400,656700,261000,291100,245700
2015-11-30,Michigan,136600,91,230900,119700,119700,116900,252000,54500,259500,95800,160200,82400
2015-11-30,Minnesota,196200,149,318600,185200,185200,189900,255700,112600,330000,157400,155000,120600
2015-11-30,Mississippi,115500,67,193000,109100,109100,109200,206900,61900,238200,NA,NA,NA
2015-11-30,Missouri,136100,95,245900,130400,130400,131300,247600,67900,291500,84200,120200,70500
2015-11-30,Montana,196100,149,294800,184700,184700,186800,221300,132000,265500,150800,169600,133100
2015-11-30,Nebraska,141100,101,238300,136800,136800,136800,224500,78300,200200,97800,137200,78900
2015-11-30,Nevada,198900,120,342500,209200,209200,227300,262800,122400,355100,136800,114400,NA
2015-11-30,NewHampshire,239700,136,353200,223500,223500,239900,316800,136700,353400,171100,169100,109100
2015-11-30,NewJersey,264800,172,520400,285500,285500,289700,378900,160600,513200,213200,224800,175300
2015-11-30,NewMexico,146300,91,279900,162300,162300,163000,217800,107500,286500,115200,NA,NA
2015-11-30,NewYork,144900,134,605300,263200,263200,238900,230100,107400,338700,124400,591300,141400
2015-11-30,NorthCarolina,144300,93,287000,147300,147300,148700,257500,80700,326200,94600,127100,100400
2015-11-30,NorthDakota,217300,176,306900,202700,202700,209600,261900,127400,321900,186800,164800,NA
2015-11-30,Ohio,116300,80,220100,118200,118200,119500,196400,62700,225800,78100,103200,65100
2015-11-30,Oklahoma,115000,74,197000,108700,108700,109300,200300,56600,260100,59500,70100,52800
2015-11-30,Oregon,255800,169,431500,261100,261100,265800,353000,163800,404500,214800,188800,190800
2015-11-30,Pennsylvania,150300,108,281600,150800,150800,155800,274300,76100,284300,120300,120400,106600
2015-11-30,RhodeIsland,231000,163,400000,230400,230400,233900,334400,156500,446600,187400,176000,152900
2015-11-30,SouthCarolina,136700,84,244600,126900,126900,127400,220300,69500,NA,89700,120100,78200
2015-11-30,SouthDakota,164000,131,258000,161900,161900,162000,195800,114500,258800,141100,144800,103700
2015-11-30,Tennessee,139500,83,245700,126800,126800,125700,241100,65200,360400,94400,145800,116000
2015-11-30,Texas,139400,86,294300,149700,149700,150600,239700,NA,NA,NA,NA,NA
2015-11-30,Utah,209200,150,360700,220000,220000,228300,242800,151300,304400,161400,182300,NA
2015-11-30,Vermont,231200,148,310600,205400,205400,206600,305200,NA,363500,186800,181000,162900
2015-11-30,Virginia,206200,138,474400,231400,231400,221100,350900,123800,512800,158100,280900,200200
2015-11-30,Washington,279800,170,518000,282600,282600,286100,381600,165100,466700,225300,251900,200300
2015-11-30,WestVirginia,110200,72,167600,97100,97100,96700,151500,63400,177800,NA,110700,NA
2015-11-30,Wisconsin,150400,101,254900,151500,151500,152900,198200,91800,232900,110900,136400,95300
2015-11-30,Wyoming,206800,146,308800,190900,190900,191400,226800,135000,277300,157400,182200,NA
2015-12-31,Alabama,122900,73,236200,120100,120100,119500,235900,61100,336700,70400,140000,93800
2015-12-31,Alaska,273900,181,384400,262100,262100,276300,352300,175100,459700,189900,184700,125600
2015-12-31,Arizona,191100,121,357400,201300,201300,212700,259100,125100,384600,161400,134500,99100
2015-12-31,Arkansas,130700,72,199300,112000,112000,112000,227600,60400,343800,81800,127200,86100
2015-12-31,California,429000,298,865100,451700,451700,458700,543300,237400,719000,378400,417500,305700
2015-12-31,Colorado,288000,183,495500,291100,291100,303400,389400,172900,453600,227500,221000,177400
2015-12-31,Connecticut,230900,150,442500,237400,237400,254300,356100,143200,571500,167700,152700,117600
2015-12-31,Delaware,198100,134,335400,207600,207600,207100,308000,127700,365800,152800,NA,127400
2015-12-31,DistrictofColumbia,541800,467,913900,507500,507500,542900,795700,279000,1362200,503500,495500,372000
2015-12-31,Florida,183900,116,358900,181500,181500,193200,280500,91000,431700,131800,147600,92800
2015-12-31,Georgia,132400,83,285400,143100,143100,142600,236700,74200,357400,94000,144400,122800
2015-12-31,Hawaii,564700,436,901000,552900,552900,658000,726800,295300,850200,417400,393600,335400
2015-12-31,Idaho,161900,106,287700,167900,167900,167900,206700,113600,245800,130800,171100,123500
2015-12-31,Illinois,155600,123,311000,157300,157300,157400,259600,78200,353400,118900,156300,112300
2015-12-31,Indiana,120800,77,208000,117700,117700,117300,177300,64400,212300,74300,122000,67000
2015-12-31,Iowa,143000,103,216400,121600,121600,122100,185800,76800,227700,96800,113400,81900
2015-12-31,Kansas,122200,NA,NA,117800,117800,118000,NA,58700,NA,65300,NA,51600
2015-12-31,Kentucky,128900,90,225200,125000,125000,125000,211600,76800,254300,100500,118600,91000
2015-12-31,Louisiana,132500,89,239100,NA,NA,NA,NA,80500,361900,NA,NA,62000
2015-12-31,Maine,217700,152,345400,193600,193600,192800,265700,113000,341500,185100,200200,156200
2015-12-31,Maryland,235100,166,447600,254900,254900,265200,362000,139400,488100,180600,214500,154200
2015-12-31,Massachusetts,327600,214,607300,341600,341600,349700,469400,202600,660100,262400,293200,246800
2015-12-31,Michigan,137400,92,232300,120400,120400,117900,253100,54800,260800,96600,160900,82800
2015-12-31,Minnesota,197600,151,319900,186300,186300,191200,256700,113300,331000,158400,155600,121300
2015-12-31,Mississippi,115600,67,193400,109200,109200,109300,207400,61900,238700,NA,NA,NA
2015-12-31,Missouri,136600,96,246600,130800,130800,131900,248500,68300,293200,84400,120600,70700
2015-12-31,Montana,197400,150,296400,186000,186000,187900,222100,132400,266600,151700,171000,133300
2015-12-31,Nebraska,141300,101,238500,137200,137200,137000,225000,78200,200800,98100,137500,79000
2015-12-31,Nevada,200000,121,343600,210200,210200,228300,264200,122700,356900,137200,114600,NA
2015-12-31,NewHampshire,240800,137,354200,224600,224600,241100,318100,137000,354600,172300,170100,109000
2015-12-31,NewJersey,265200,173,521600,285900,285900,290100,379400,160600,514400,213000,225300,175500
2015-12-31,NewMexico,146400,91,281200,162500,162500,163200,218200,107400,287000,115400,NA,NA
2015-12-31,NewYork,145200,134,608000,264300,264300,239600,230900,107700,338900,124700,594800,141800
2015-12-31,NorthCarolina,144900,94,287900,147800,147800,149300,258300,81000,327100,95000,127700,100600
2015-12-31,NorthDakota,217000,176,306100,202200,202200,209600,262600,128600,321600,186300,164400,NA
2015-12-31,Ohio,116500,81,220700,118500,118500,119700,197000,62900,226300,78200,103400,65100
2015-12-31,Oklahoma,115300,74,197500,109100,109100,109900,200800,56900,261300,59700,70200,52700
2015-12-31,Oregon,258100,171,435400,263600,263600,268400,356300,165000,407500,216900,191800,192600
2015-12-31,Pennsylvania,150300,109,281600,150700,150700,156000,274300,76200,284200,120500,120300,106900
2015-12-31,RhodeIsland,232200,164,400300,231400,231400,235000,335700,157500,447100,188300,177300,153300
2015-12-31,SouthCarolina,137800,84,246300,127700,127700,128300,221600,69700,NA,90700,121200,78800
2015-12-31,SouthDakota,165700,132,260100,163700,163700,163700,197200,115400,260900,142200,143300,105600
2015-12-31,Tennessee,140400,84,246900,127200,127200,126200,242200,65200,362100,95200,146700,115700
2015-12-31,Texas,140400,86,295700,150700,150700,151600,241500,NA,NA,NA,NA,NA
2015-12-31,Utah,210300,151,363200,221700,221700,229800,244900,152500,306100,162700,183800,NA
2015-12-31,Vermont,231200,149,311000,205300,205300,206500,306000,NA,366700,187300,181800,163000
2015-12-31,Virginia,206500,139,475000,231800,231800,221300,351700,124200,513600,158400,281000,200000
2015-12-31,Washington,281600,171,521800,284700,284700,288100,384100,166600,469500,226800,253400,201500
2015-12-31,WestVirginia,110100,72,167700,97000,97000,96600,151500,63500,177900,NA,110300,NA
2015-12-31,Wisconsin,150500,102,255400,151900,151900,153300,198700,92100,233300,111100,136900,95300
2015-12-31,Wyoming,207200,147,304000,191600,191600,192100,227600,135600,276800,157500,182000,NA
2016-01-31,Alabama,123400,74,237100,120600,120600,120100,236500,61300,337200,70500,140800,93500
2016-01-31,Alaska,274600,182,385800,263400,263400,277400,353400,175900,461100,189800,184400,127100
2016-01-31,Arizona,192900,122,358600,202600,202600,213800,260400,125800,385900,162500,135400,100000
2016-01-31,Arkansas,131100,72,199500,112200,112200,112100,228000,60500,344900,81800,126600,86200
2016-01-31,California,431100,300,870800,454100,454100,461300,545600,238900,721600,380500,420100,308200
2016-01-31,Colorado,290000,184,498400,293200,293200,305700,391700,174100,456000,229700,223200,179000
2016-01-31,Connecticut,230700,150,442000,237300,237300,253900,355700,143100,571200,167900,153100,117300
2016-01-31,Delaware,198500,134,337300,208300,208300,207700,308300,128600,367400,152600,NA,129000
2016-01-31,DistrictofColumbia,543200,466,910500,506400,506400,541900,796300,278700,1356000,502300,494800,370800
2016-01-31,Florida,185200,116,360300,183000,183000,194900,281700,92000,433100,133000,148600,93500
2016-01-31,Georgia,133400,83,287100,143800,143800,143300,237700,74600,358900,94700,145300,123200
2016-01-31,Hawaii,568800,438,906200,556800,556800,660600,730800,297300,855300,419300,395000,336900
2016-01-31,Idaho,162900,107,289100,169100,169100,169100,208000,114700,247400,131900,172400,124900
2016-01-31,Illinois,156100,123,311400,157800,157800,157800,260300,78500,353600,119300,156100,112200
2016-01-31,Indiana,120600,77,207200,117200,117200,117100,176600,63800,211200,73900,122100,66700
2016-01-31,Iowa,142900,104,216400,121900,121900,122400,185500,77100,226700,97300,113900,82500
2016-01-31,Kansas,122800,NA,NA,118400,118400,118500,NA,59400,NA,65900,NA,52000
2016-01-31,Kentucky,129100,90,225600,125600,125600,125500,212200,77500,255000,101000,119700,91300
2016-01-31,Louisiana,132700,89,240700,NA,NA,NA,NA,81300,362600,NA,NA,61900
2016-01-31,Maine,218700,153,348000,194400,194400,193500,266900,113300,343900,186200,201100,156300
2016-01-31,Maryland,235300,167,447600,255100,255100,265500,362200,139600,488300,180600,214900,154400
2016-01-31,Massachusetts,329100,215,610000,343200,343200,351100,471000,203800,663100,263600,294600,247700
2016-01-31,Michigan,138100,92,233800,121200,121200,118800,254000,55300,262200,97200,161800,83000
2016-01-31,Minnesota,198900,152,321200,187500,187500,192500,257500,114100,332200,159300,156500,122200
2016-01-31,Mississippi,115600,68,193700,109700,109700,109700,207600,62200,239800,NA,NA,NA
2016-01-31,Missouri,137200,97,247100,131400,131400,132500,249700,68900,295200,84800,121200,71200
2016-01-31,Montana,198800,151,298400,187400,187400,189400,223000,133200,268200,152700,172300,133700
2016-01-31,Nebraska,141800,102,238600,137500,137500,137200,225400,78200,200800,98500,138000,79400
2016-01-31,Nevada,201000,122,344900,211300,211300,229500,265700,123500,358000,138400,115300,NA
2016-01-31,NewHampshire,241500,138,354800,225000,225000,241700,318600,137200,355800,173000,170500,108900
2016-01-31,NewJersey,265100,173,522500,286300,286300,290700,379800,160700,515300,212800,225900,176500
2016-01-31,NewMexico,146600,91,282900,163200,163200,163600,218300,107400,288000,115700,NA,NA
2016-01-31,NewYork,145500,134,610400,265600,265600,240600,231600,107900,339400,124700,598300,142100
2016-01-31,NorthCarolina,145300,94,288900,148200,148200,149700,259200,81100,327800,95300,128200,100500
2016-01-31,NorthDakota,216700,177,305500,201800,201800,209600,263000,128500,321200,186300,164400,NA
2016-01-31,Ohio,116900,81,221200,118800,118800,119800,197600,63000,226800,78500,103600,65300
2016-01-31,Oklahoma,115200,75,197400,109500,109500,110200,200500,57300,261800,59900,70100,52500
2016-01-31,Oregon,260500,172,439800,266100,266100,271000,359400,166400,411000,219200,194900,194400
2016-01-31,Pennsylvania,150500,109,281900,151000,151000,156300,274500,76300,284200,120600,120600,107000
2016-01-31,RhodeIsland,233600,165,401300,232600,232600,236000,337900,158600,447800,189800,178800,154700
2016-01-31,SouthCarolina,138500,85,247700,128200,128200,128700,222900,70100,NA,91900,122400,79300
2016-01-31,SouthDakota,167300,134,263300,165300,165300,165500,198900,116500,264100,143800,143600,107200
2016-01-31,Tennessee,141000,84,247900,127600,127600,126700,243100,65400,363400,95400,147400,115300
2016-01-31,Texas,141700,87,297300,152100,152100,152700,243500,NA,NA,NA,NA,NA
2016-01-31,Utah,211900,152,366100,223500,223500,231600,247200,153400,308000,164200,185300,NA
2016-01-31,Vermont,231800,150,311900,205600,205600,206800,306800,NA,370000,188100,183500,164000
2016-01-31,Virginia,207000,139,475600,232100,232100,221800,352400,124400,514300,158700,281100,199500
2016-01-31,Washington,285300,173,528700,287400,287400,290800,388600,167000,474800,229100,256700,203400
2016-01-31,WestVirginia,110200,73,167700,97000,97000,96800,151400,63600,177500,NA,110900,NA
2016-01-31,Wisconsin,150700,102,256200,152600,152600,154000,199300,92600,233700,111400,137000,95400
2016-01-31,Wyoming,207500,147,298100,192400,192400,192900,228200,136400,275700,157800,182300,NA
2016-02-29,Alabama,123900,74,237800,120900,120900,120500,236900,61300,338000,71000,141200,92700
2016-02-29,Alaska,275200,182,387400,264300,264300,278300,354400,176200,462900,189700,184000,128500
2016-02-29,Arizona,194400,122,359700,203900,203900,214700,261600,126400,387500,163500,136400,100700
2016-02-29,Arkansas,131400,72,199700,112100,112100,112100,228400,60500,346000,82000,126500,86400
2016-02-29,California,433400,301,876600,456800,456800,464100,548600,240400,724200,382800,422800,311500
2016-02-29,Colorado,292100,186,501300,295500,295500,308200,394000,175500,458100,231700,225500,180800
2016-02-29,Connecticut,230800,150,441400,237200,237200,253800,355600,143300,571200,167900,153200,117400
2016-02-29,Delaware,199100,135,338800,208900,208900,208000,308900,129400,369300,152700,NA,129700
2016-02-29,DistrictofColumbia,544100,465,908000,504600,504600,541300,796000,278800,1351100,501500,493400,369500
2016-02-29,Florida,186700,118,362100,184400,184400,196500,283100,93000,435000,134300,149600,94400
2016-02-29,Georgia,134200,83,288500,144400,144400,144100,238800,74900,360300,95200,146400,124100
2016-02-29,Hawaii,570500,439,908800,558800,558800,662300,732600,299000,859300,420400,396000,336900
2016-02-29,Idaho,164200,108,290600,170500,170500,170500,209200,115600,249000,133000,173200,126100
2016-02-29,Illinois,156700,123,312000,158200,158200,158400,261200,78900,354200,119800,156300,112600
2016-02-29,Indiana,120200,76,206600,116800,116800,116700,176000,63100,210000,73400,121700,66100
2016-02-29,Iowa,143100,104,216900,122000,122000,122900,185900,77500,226900,97900,114000,83200
2016-02-29,Kansas,123300,NA,NA,119000,119000,119100,NA,59700,NA,66300,NA,52500
2016-02-29,Kentucky,129500,91,226100,126000,126000,126000,213000,78000,255600,101600,120600,91600
2016-02-29,Louisiana,133300,90,242000,NA,NA,NA,NA,82200,363600,NA,NA,62200
2016-02-29,Maine,219800,153,350600,195100,195100,194200,268100,113400,346000,187200,202200,156100
2016-02-29,Maryland,235500,167,447900,255200,255200,265600,362300,139800,488600,180500,215400,154700
2016-02-29,Massachusetts,330400,215,611800,344500,344500,352200,472100,204100,665100,264300,295900,248600
2016-02-29,Michigan,138800,92,234800,121800,121800,119400,255100,55900,263400,97800,162700,83600
2016-02-29,Minnesota,200300,153,322700,188600,188600,193800,258700,114800,334000,160200,157500,122900
2016-02-29,Mississippi,115700,68,193500,110000,110000,110000,208100,62400,240000,NA,NA,NA
2016-02-29,Missouri,138100,97,248100,132000,132000,133100,251300,69500,296900,85200,121400,71600
2016-02-29,Montana,199500,151,300100,188400,188400,190400,223600,133800,269000,153400,173000,134100
2016-02-29,Nebraska,142400,102,238900,137900,137900,137700,226100,78500,200700,99200,138700,79800
2016-02-29,Nevada,202600,123,346400,212600,212600,230700,267200,124700,359000,139900,116600,NA
2016-02-29,NewHampshire,242000,138,355600,225500,225500,242100,319300,137600,357400,173500,170800,108900
2016-02-29,NewJersey,265200,173,523100,287100,287100,291400,380400,160900,516400,213300,226500,177200
2016-02-29,NewMexico,146700,91,284800,163600,163600,164100,218100,107700,288600,115800,NA,NA
2016-02-29,NewYork,145700,135,612300,266500,266500,241200,232000,108100,340500,124600,602300,142300
2016-02-29,NorthCarolina,145700,95,290000,148600,148600,150100,260000,81200,328400,95500,128700,100700
2016-02-29,NorthDakota,216500,177,305400,201800,201800,209600,263200,128300,321200,186200,163800,NA
2016-02-29,Ohio,117400,81,221800,119000,119000,120100,198400,63100,227600,78900,103900,65500
2016-02-29,Oklahoma,115400,75,197400,110000,110000,110500,200300,57700,262500,60200,70000,52900
2016-02-29,Oregon,263200,174,444200,268800,268800,273800,362700,167500,414800,221400,198000,196400
2016-02-29,Pennsylvania,151200,109,282600,151700,151700,156700,275300,76600,285100,121000,121500,107200
2016-02-29,RhodeIsland,235200,166,403000,234100,234100,237500,339700,159600,449200,191400,180400,156200
2016-02-29,SouthCarolina,141000,86,251000,130200,130200,130600,226000,71100,NA,93500,124300,81000
2016-02-29,SouthDakota,168800,135,266700,166600,166600,166800,201200,117900,267800,145800,145400,109300
2016-02-29,Tennessee,141400,84,248800,128000,128000,127100,243700,65400,364500,95200,147900,116300
2016-02-29,Texas,143100,88,299100,153600,153600,154000,245200,NA,NA,NA,NA,NA
2016-02-29,Utah,213400,153,368300,225300,225300,232800,248900,154100,310100,165400,186400,NA
2016-02-29,Vermont,232200,150,312000,205900,205900,207100,306800,NA,372500,188800,184500,164700
2016-02-29,Virginia,207400,139,476700,232200,232200,222100,352700,124700,515100,158900,281400,199400
2016-02-29,Washington,290600,175,539100,291200,291200,294500,395000,166700,483200,232600,262400,206400
2016-02-29,WestVirginia,110200,73,167800,97100,97100,97000,151400,63400,177400,NA,111500,NA
2016-02-29,Wisconsin,151500,103,257400,153300,153300,154800,200100,93100,234500,111900,137400,95600
2016-02-29,Wyoming,207000,147,295800,192900,192900,193400,227800,136600,274100,157300,182600,NA
2016-03-31,Alabama,123900,74,238100,121100,121100,120600,237100,61200,338200,71100,141400,93000
2016-03-31,Alaska,275500,182,388200,264900,264900,278500,354500,176200,463600,189300,183700,128900
2016-03-31,Arizona,195500,123,360500,205200,205200,215800,262900,127000,389000,164200,137500,101500
2016-03-31,Arkansas,131600,72,199900,112000,112000,112100,228700,60800,347700,82200,127100,85900
2016-03-31,California,435900,302,881900,459800,459800,466900,552100,242100,727300,385900,425400,314800
2016-03-31,Colorado,294900,188,504500,298300,298300,311100,396900,177100,460400,234100,228100,182800
2016-03-31,Connecticut,231300,150,441700,237500,237500,253900,356100,143800,571200,168000,152800,117400
2016-03-31,Delaware,199900,135,339200,209300,209300,208400,310100,129700,371100,153300,NA,129400
2016-03-31,DistrictofColumbia,545200,466,909800,504300,504300,542400,797200,279100,1351500,503100,493600,368800
2016-03-31,Florida,188300,119,363800,185600,185600,198000,284500,94200,437000,135700,150600,95700
2016-03-31,Georgia,134800,83,290000,145100,145100,145000,240200,75400,361800,95700,147700,125600
2016-03-31,Hawaii,570900,439,908700,559100,559100,663800,732700,299900,861300,420800,396600,336600
2016-03-31,Idaho,165600,108,292000,171700,171700,171600,210100,116100,250300,134000,173000,126600
2016-03-31,Illinois,157400,124,313000,158800,158800,159100,261900,79000,355400,120500,157300,113500
2016-03-31,Indiana,119900,76,206600,116800,116800,116600,175600,62800,209600,73300,121400,66000
2016-03-31,Iowa,143500,105,218200,122600,122600,123500,186900,77900,228500,98400,114600,83700
2016-03-31,Kansas,123900,NA,NA,119500,119500,119700,NA,59400,NA,66100,NA,52600
2016-03-31,Kentucky,130000,91,227100,126500,126500,126500,213800,78700,256300,102100,121500,92100
2016-03-31,Louisiana,133900,90,242900,NA,NA,NA,NA,82900,365300,NA,NA,63000
2016-03-31,Maine,221100,154,353000,196000,196000,194900,269100,113600,347200,188600,203600,157700
