Date,state_name,ZHVI_3bedroom,ZHVIPerSqft_AllHomes,ZHVI_TopTier,ZHVI_AllHomes,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_4bedroom,ZHVI_BottomTier,ZHVI_5BedroomOrMore,ZHVI_2bedroom,ZHVI_CondoCoop,ZHVI_1bedroom
2006-06-30,Arizona,257600,162,443600,261900,261900,272800,339300,172500,506300,219200,192300,153100
2006-06-30,Arkansas,128600,65,183300,100100,100100,99700,219200,56600,334700,86600,127300,81200
2006-06-30,California,511600,345,837700,532700,532700,548400,636100,335600,806600,435000,455200,343200
2006-06-30,Colorado,223500,145,392300,225700,225700,235100,308500,147900,375300,175100,171100,141600
2006-06-30,Connecticut,286200,187,535800,293300,293300,311800,426000,188700,699100,219800,201200,158800
2006-06-30,Delaware,221300,154,377600,229900,229900,229200,344200,149400,403200,171700,NA,149300
2006-06-30,DistrictofColumbia,390400,367,735800,396300,396300,432100,589900,254600,1146300,411500,389600,342000
2006-06-30,Florida,259300,165,459700,254400,254400,264100,368800,151100,556300,204900,225900,156900
2006-06-30,Georgia,146300,91,285300,155200,155200,154800,243600,92900,370600,115300,161800,140800
2006-06-30,Hawaii,551900,421,857400,545500,545500,628400,679600,302300,786300,412600,379400,317700
2006-06-30,Idaho,175400,116,294200,181800,181800,182600,223400,122600,274300,134500,161700,119900
2006-06-30,Illinois,183500,158,371300,199100,199100,197000,311400,94500,409500,165000,204300,169100
2006-06-30,Indiana,120100,78,193100,117100,117100,116800,170500,72700,197000,80000,123100,67400
2006-06-30,Iowa,115900,87,164500,91600,91600,90200,135600,67100,NA,87800,121900,78000
2006-06-30,Kansas,96400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-30,Kentucky,121400,84,203600,115800,115800,115600,195000,67600,230400,94400,117600,76800
2006-06-30,Louisiana,142600,83,201300,NA,NA,NA,NA,71500,328900,NA,NA,NA
2006-06-30,Maine,234100,166,390300,221600,221600,221700,289600,132000,372300,204200,218400,175500
2006-06-30,Maryland,296500,210,549600,320200,320200,332600,445000,174900,609300,238300,285200,210100
2006-06-30,Massachusetts,345500,228,567600,350900,350900,364200,475400,231800,636600,285400,283500,232400
2006-06-30,Michigan,157600,112,247500,140900,140900,138500,264100,81200,268000,122900,172700,104900
2006-06-30,Minnesota,221300,171,338500,210700,210700,214100,275100,129200,352400,184300,189700,145100
2006-06-30,Mississippi,93300,56,160900,88900,88900,89000,173300,51000,176500,NA,NA,NA
2006-06-30,Missouri,157800,111,255000,150000,150000,150700,260300,91900,324200,111400,142800,92500
2006-06-30,Montana,168100,128,246500,157700,157700,159100,186400,109500,215700,126000,144400,107200
2006-06-30,Nebraska,130100,89,198100,124400,124400,124200,191700,73700,161100,92900,127800,82900
